beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_palette,review_overall,review_taste,review_profileName,review_aroma,review_text,review_time
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,4,4,4,4,GarthDanielson,4,"Beer poured from a bottle into a beer mug. The beer pours an extremely dark brown with a foamy, light 2"" head. The beer has smells of alcohol, citrus, and heavy malts, but all well blended together. The beer has a robust burst of flavors, again well blended like the smell. There are flavors of malt, sweetness, citrus/orange, and a little bit of molasses undertone. It's impressive that these bold flavors all blend so well, and the beer still manages to be smooth in mouth. There is an alcohol tinge to the flavor, and it is rather pleasant along with the rest of the beer. There is a very smooth finish, as well, and the beer is surprisingly easy to drink despite all the strong flavors and the decent ABV. Pretty decent brew, and it's unfortunate that this is a rare release. I think this could be a decent flagship beer for the brewery. If it weren't for the sticker price, I would bring home a lot of this one.",1292542146
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,3.5,4,4,3.5,chumba526,4,"Appears dark brown with a medium light brown head. It smells of oranges, chocolate, nutty malts and it strangely smells a bit like cherries. It tastes strongly of oranges. The orange flavor almost has a fresh taste to it. The malt taste to the beer is a bit nutty and chocolate like. There is a noticeable amount of Belgian yeast flavor. I get a tangy almost chalky flavor from the yeast. The yeast also seems to add some fruity characteristic to the beer. This most orange tasting beer I have ever had. They must have added a lot of orange zest to the beer. The carbonation is medium low in this beer. It has a smooth carbonation to it. The drinkability is pretty good for the how high it is in alcohol. The beer has a smooth flavor so it is quite easy to drink. Overall, a distinctive creative ale that has some minor flaws but overall is a nice tasting beer. This is an interesting take on Belgian strong ale. Worth trying.",1290310276
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,4,2.5,3,3.5,Xul,3,"A: Pours a translucent, deep ruby with brown highlights, capped by a finger and a half of frothy head. Retention is moderate as it settles down to a thin layer of foam and holds there. S: Dark fruits - prunes and figs - along with some oranges and wheaty base. A strange salty, vinegary aroma not unlike green olives lurks in the background. Doesn't kill the beer, but it's a big strange. T: Lots of dark malts, some chocolate and coffee, and a big dose of dark fruits. The oranges come through a bit but not overwhelmingly. Some light tartness near the backend. Long, sweet finish. M: Full bodied with moderate carbonation. D: Bold flavors, but somewhat unbalanced...not a particularly interesting beer.",1289007164
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,3.5,2.5,3.5,3.5,Docer,3.5,"Roommates GF brought home a bottle to try... love the name, label.. etc.... let's see what we've got... - Clear, and rather dark brown ale of sorts.. glows a touch red as well... big off-white head... leaves a bit of a ring and a subtle layer on top... - I get some bitter hops, tangy Belgian-like yeast.. wheat or a wit quality... and green olives. I usually get a green olive smell when something is wrong.... little spice, zest, earthy... - Esters.. fig, prune, fruit... yogurt.. spice, and some green olive... a very interesting almost iced-cream-like approach to a beer... a cream flavor exists... zesty tangy hop.... very interesting. I am also getting peanuts... lots of essence of peanut... like peanut butter. - Medium bodied, creamy.. dry, and chewy. - Certainly an interesting brew. Just a touch off for me though... could do without the green olive smell.. but I would love to know what they put in this... certainly pushing the envelope with this one.",1287556131
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,4,2.5,2,2.5,rand,2,"22 oz bomber to pint glass Pours a rich reddish-brown that, although isn't cloudy or murky, is dark enough to let little light through. It's seems to be amply carbonated, but the small head quickly dissipates leaving little lacing. The nose is a little flat. Given the description on the bottle, I was expecting something unique and layered, but I could have mistaken this for Newcastle (sorry NC fans). You can pick up a bit of the orange, but given that the label mentions orange was added, you're smelling for it. The flavors are a bit more pronounced than the scent, but they're perhaps less interesting. You're met with roasted malts and orange, but the flavors don't pop, at all, and they're combined with muddy, earthy tones that becomes cloyingly sweet as the sip progresses. This beer needs something else. Hops, perhaps? Perhaps not, it's simply unbalanced. Given the wispy head, I wasn't expecting a lot of viscosity and I wasn't surprised. This is light on the tongue and not in a good way, especially for an 8% Belgian. I've noticed some 'chewy' references here - maybe I got a bad bottle? Possibly, but I'm not sure bad batches/bottles change the body much, and this is pretty damn thin for 8% This beer clearly doesn't work and it's not something I would seek out again, but it doesn't fail - it's not the worst thing I've tried and I like what they were trying to do here. There's a template in there to work from. But if I was Caldera I would go back to the drawing board on this one.",1283849227
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,2.5,2,2.5,1,Arbitrator,2.5,"Chilled bottle into a glass. A generous gift from ramnuts. Thanks, Frank! Shared with alfrantzell and chswimmer. A: Pours a clear maroon body with a light tan head. The bubbles fill the tulip but quickly collapse into nothing. S: Not much aroma at all. Some nuts and orange, perhaps. T: This beer initially tasted like sushi. Ted narrowed it down to the seaweed wrap used in rolls, but I am convinced I picked up the soy / cardboard signs of oxidation, as well. As it warmed, those flavors receded a bit, producing flavors of orange, nuts, coffee, and some kind of spice. Somewhat disjointed. M: Oddly thin, with a watery flavor. D: Not enjoyable...",1283632391
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,3.5,3.5,3,3,ccrida,3,"Bomber poured into a large goblet, Vas Deferens is dark garnet brown with a small eggshell head that leaves light, scattered lace. Smell is sweet and very rich. The blood oranges really come out, as does some peppery spice. Taste is okay, pretty similar. A Belgian inspired kitchen sink strong ale. Very phenolic, but as it warms the blood oranges come out stronger and temper those somewhat. Still, this beer is sharp and disjointed overall. Mouthfeel is on the thicker, sugary style, sticky, not particularly digestable. Dry finish. Drinkability isn't too hot, all the ingredients lack synergy and fatigued my palate in a hurry. There's a reason this is a one-off, it really should have only been a tasting room pilot batch.",1283402291
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,4,4,4,4,brewandbbq,4,"22oz bottle. Pours mahogany with an amber hue and a half inch head of tan. A whisp of foam on the surface and a few dots of lacing thoughout the glass. Aromatics lead off with raisins, chocolate-laced malt, cloves, bubblegum, and plums. Hints of citrus, smoke, espresso, and cocoa follow through. Medium bodied with a slick, chewy mouthfeel. Extremely light carbonation for the style. Tacky and a bit syrupy. Plump malt, caramel, brown sugar, and raisins start the palate. Dark rum with orange oils follows through along with hints of roast, peppercorns, and booze. Finishes with rum-soaked raisins, sweet malt, and a citric undertone. Tasty enough but there's an odd bitterness that lingers. The spicing adds a nice touch but the beer drinks more like a ""Gran Cru"".",1281917733
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,3.5,4,3,2.5,GradyS1,3,"Was pretty excited to see some limited 22's from Caldera down this way. Interesting art work on the bottle. A-ruby, brown almost a dark mahogany, small half finger head and translucent S-Orange, cherry and chocolate-Terry Chocolate Orange upfront, a faint grassy smell in the end T- light malts and belgian yeast. light orange and cherries with a slight bitterness on the end M-watery, light carbonation, not much body to it D-Overall, the taste was interesting but light, I wish it tasted as good as the smell was. There was not much body to this one for being a strong dark Belgian.",1281017724
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,4,3.5,3,3.5,meatyard,3.5,"The pour, into a Westmalle chalice, is a perfectly clear but dark, ruby/amber with a short off-white head that falls quickly to just a partial cover. There is light carbonation visible but no lacing. The smell is faint cherries. The taste is some cherry and some roasty malt that finishes with a hint of alcohol. Mouthfeel is nearly up to medium with moderate carbonation and slightly sweet. Drinkability: For me, it wasn't particularly anything I'd want to try again, especially at the price (about $10 in SE PA). There are many $10 22ozers that are superior, even in this style. This is not a bad beer, but more of an indifferent beer. When the beer name and graphics are more interesting than the beer, the beer is either great & the graphics are phenomenal or the graphics are great and the beer is, sort of, forgettable.",1278714049
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,4,4,4,4,Mora2000,3.5,"Thanks to bman1113vr for sharing this bottle. The beer pours a clear brown color with a tan head. The aroma is heavy on the toffee and not too much else. The flavor is toffee, leather, tobacco, wood and dark fruit. Medium mouthfeel and medium carbonation. A decent beer but nothing too exciting.",1277183331
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,4,4,5,3.5,GRG1313,4,"I believe that this is not going to be a rotating beer but that this is a limited one time brew. Just my belief subject to confirmation but this is part of the Caldera Kettle Series, a ""Limited Small Batch Seasonal Release."" Pours a dark copper red with a yellow/white head. Sharp smokey spice sweet cherry cola nose. Mouthfeel is thin/medium thin with a light ""elegant"" carbonation. Light creamy character. Flavors follow nose; all smokey, spice sweet cherry cola and lots of cocoa flavors. Very well balanced in that there is a hint of bitter sweet chocolate that goes to a bitter sweet chocolate finish. Flavors do have definite undertones of the orange bitters and blood orange zest. Nothing stands out but this beer if really welcoming and immensely drinkable; you just want to keep drinking more. A much more complex brew with loads of flavors profiles that sneak up on you. Very nice effort.",1277179584
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,4.5,3.5,4,4,zoso1967,3,"An interesting beer with an equally interesting name. Vas Deferens pours a lovely deep reddish tinged brown with a nice, slightly tan head that has nice retention. The aroma is sweet and a bit boozy with plenty of dark sugar and fruit notes, chocolate and a bit of spice. The taste is very similar. Fruity, caramel, chocolate and slightly spicy with a bit of herbal hops. It also has a slight sour note to it and some definite orange like character. It is an interesting beer, but really not that compelling. The mouthfeel is medium with a nice finish, and it is of average drinkability for style. It is an interesting beer, but really not that compelling. Still, a well made brew with a name that makes me giggle. That has to be worth something.",1276135287
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,4.5,3.5,3.5,3.5,DeanMoriarty,4,"Somewhat disturbing but hilarious label - the devil ripping a vasa deferentia in two, thus completing a vasectomy, hence the name ""Vas Deferens"". The label states, ""A belgiian-style ale with a unique twist incorporating a little snip of this and a little snip of that."" Poured this from a 220z bottle into a Brouwerij 't Ij tulip. A: Deep copper, reddish hue (i'm assuming this is from the blood oranges) with a 1"" head that dissipates slowly and leaves small amounts of lacing. Really nice looking. S: Sweet cherry, citrus and chocolate with some spicy herbals in there as well. T: The orange is there with a heavy chocolate flavor and creamy stout characteristics that are very prevalent (roasty and malty). Not as strong of a flavor as the look and ABV would suggest. M: Medium bodied but on the lighter side for this style of beer. Mellow carbonation with a spicy bight. D: Looks like it would be an intense beer, but it's actually smooth and easy to drink. Good dessert beer after a nice dinner. My only gripe is the price - $10.49 a bottle! Come on guys, seems like you could drop the price on this a bit. I understand it's limited release, but there are far better beers in the $7. range (which would be a much more accurate price for your product).",1275892159
8.1,58920,1075,Vas Deferens Ale,Belgian Strong Dark Ale,4,3,3.5,3.5,Halcyondays,3.5,"22 oz. bottle, an ale brewed with blood orange zest and orange bitters, A: Pours a dark burnt orange to brown with a medium white head, some lace. S: Definite orange peel, some dark candi sugar, but relatively light for a Belgian style. T: The orange is definitely there. More of a straight up caramel malt flavour than most Belgians, only a hint of yeast esters with some kumquat marmalade. Not hugely complex, but a good flavour. The orange complements the malt base well. M: Well-attenuated for this style for sure, off-dry, medium-bodied, smooth. D: An interesting beer, I wanted the blood orange to come to the forefront a little more as it's a great flavour. I wanted the beer to come out and grab me a bit as a big Belgian. Good beer, not worth a $10 bomber price tag for sure.",1275778651
,21241,1075,Cauldron Espresso Stout,American Stout,3,3,3,4,RedDiamond,3,Strong hop bittering married to a coffee-enhanced roastiness with a surprising malt turnaround towards the finish. This stout is black as it gets with modest brown head and lace. The mouthfeel is notably well contoured. The flavor and aroma of this 2004 winter seasonal approach being outright carbonized. You can almost literally taste the blackness of this doubly roasted brew. Dark and hearty though at times cloying.,1103668195
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,3.5,4,4,4,suncrust,4,"22oz bomber poured to a snifter. A- Pours like a thick motor oil. Ebony tint with a tiny ring of mahogany soap on the brim, otherwise virtually no head. Zero lacing. S- Dark licorice aromas with a little tobacco, smokey char, and a slight bit of alcohol on the tail. Strong undertones of molasses and sticky dark fruit round out the nose. T- A bursting blend of licorice, dark baker's chocolate, burnt sugar (almost creme brulee crust...) with a dominate raw tobacco character. Followed shortly by an intricate smokey char that is kindly humble and not overpowering as it goes down. Balances well with the moderate roasted coffee tones and woody cedar characters that hit mid-palette. It got more aggressive in flavor as it warmed, but for the most part I found the taste to be balanced and smooth. MF- Smooth, velvety and soft. Lower on the carbonation with a slightly soapy feeling in the throat and a lighter dry coffee astringency on the tongue. Overall a nicely crafted, smooth stout. The char and tobacco characters really highlighted the complexity of this beer for me. Pretty good.",1325371643
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4,4,4,3.5,dc55110,4,"Received in trade with ArchEnemyBrew. Pours a deep black, with a quickly fading mahogany head. The aroma is full of roasted malts, bitter chocolate, hits of dark fruit and just a bit of alcohol. The flavors delivered are lockstep with the nose. Full of roasted malts, almost a slight smokiness. Bitter dark chocolate, with out being off-putting. All rounded out with the slight sweetness of dark fruits, raisin, plum, fig. The mouth is a little thinner that every other part of this brew would lead you to believe. It's not watery, but just slightly lacking. I prefer a RIS to coat a bit. This is really good RIS. I didn't have any idea of what to expect when I opened this one up. I was pleasantly surprised with what this brew delivered. Other than being slightly thin, the look, aroma and flavors are all what you want in a solid RIS!",1324873502
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,3,3.5,4,4,snaotheus,4.5,"22oz bottle split into two large snifters Pours black with no head. Tiny quantities of bubbles drifting along in a lonely fashion. Smells like licorice and liquor. Taste is very pleasing. Licorice and coffee roasty malts mix together with some bitter burnt toast and nice malty sweetness for a very nice flavor. Mouthfeel is thick, a little gritty, slightly dry. Overall, forgiven for apparent flatness. It's good.",1321759929
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4,4,4,4.5,oberon,4,"Pours jet black with a thinner well retained deep mocha colored head,even when held to the light there isnt much to be seen thru the glass.Molasses and dark fruit dominate the nose along with dark coffee roast.Heavy roast and molasses flavors at the onset when the dark fruit comes into play,a big earthy almost raw finish.This is a nice American impy stout,a little raw with full flavor packed in.",1320011799
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,2.5,4,4,4.5,russpowell,4,"Got this one from the Nashvillian, cheers John! Pours ebony with less than a pinky of mocha colored head.Near zero head retention & lacing S: Chocolate, dark fruit, vanilla, & a touch of Bourbon once warm T: Follows the nose, plus some herbal & woody hop notes, charred grain & dryness up front. More charred grain & Baker's chocolate as this warms. Finishes with a nice chocolate sweetness, herbal hops, a bit vanilla & more charred grain MF: Chewy, oily, subtle carbonation A nice Imp Stout, didn't quite come together for perfection, but a solid offering",1319912250
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4.5,4,4,4,julian,4,"A: Mud black with a thick & frothy tan leather colored head. Retention is pretty good. It dwindles after a few minutes and leaves a beautiful bright tan ring of foam around the edges with some loose bubbles. S: Smell is dark fruit, brown sugar, light roast, mild chocolate, and some light neutral hop bittering. T: Taste follows the aroma. Roast and bittering up front, some dark fruit to wrap it all together with a bit of brown sugar malt sweetness. Medium body, clean finish. O: Good overall, RIS. Well crafted. Awesome appearance, good all around taste. Would purchase again.",1319087212
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4,4,4.5,5,Halcyondays,4.5,"22 oz. bomber, A: Pours black with a medium frothy tan head, good retention, solid lace. S: Dark chocolate with some creaminess and roast. T: Dark chocolate flavours dominate with a hint of coffee. Some sweet malt, but stays balanced with a solid hit of hops on the back end. Never overly burnt which is as it should be in an RIS. M: Full-bodied and very smooth, soft easy carbonation. Elegant. O: This is classic American made RIS style beer to a T. It's weird, it seems the regular RIS is going away, everything has to be barrel aged or have some adjunct added to it. That's all well and good. But sometimes you just want a big straight up stout and this delivers. $10 for the bomber is pricey, but it's a great beer, definitely the best I've had from Caldera.",1318908990
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4.5,4,4.5,4,UCLABrewN84,4.5,"Pours an opaque black with a 3 inch puffy khaki head that settles to a small cap. A nice latticework of lacing forms on the glass on the drink down. Smell is of dark roasted malt, dark chocolate, and alcohol. Taste is of dark roasted malt, coffee beans, and cocoa powder. A mild roasty bitterness sticks around after each sip. This beer has a good level of carbonation with a crisp but smooth mouthfeel. Overall, this is a very good RIS with a nice balance of aromas and flavors. This one took me by surprise.",1318153805
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,3.5,3,3.5,4,Beerandraiderfan,4,"Imperial stout = dark beer, no different here, its black. Foam about 3/4"" deep, tan, light brown colored, hits the bricks right quick sucka. Coffee absent in the aroma, otherwise, chocolate malt, light boozy in a good way, warming, hides abv relatively well, no coffee to it still on the mouthfeel. Sticky, bitter, low carbonation. About 1/100th of the smoke they put in rauch ur bock. Plenty chewy. Maybe some licorice. Pretty good stuff. What a bummer mine followed a Mogli. Tough act to follow, but would not heitate to recommend this beer, just like 99% of the rest of Caldera's stuff.",1316051590
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4.5,4,4,4,tdm168,4.5,"Pours pitch black with 1/2"" of foamy, brown head. Great retention. Smells of roasted malts, a little coffee, and a little chocolate. Taste is similar to the nose in some respects but far more complex. Deep roasted malts and hint of coffee up front followed by a rich chocolatiness in the finish; just a hint of alcohol esters in there as well. A few more sips reveals a little toffee and some dark fruits; alcohol becomes more prevalent as the beer warms but doesn't detract from the flavor or drinkability. Mouthfeel is smooth, rich, and surprisingly, dangerously drinkable.",1315044032
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4,4,4.5,4,Derek,4.5,"8.8% abv. A: Black with a tan head, ring of retention leaves a little lace. S: Light licorice, black strap molasses, black berry and hints of biscuit & nuts. T: Pleasant licorice flavour that's not overdone, allowing some other flavours to come through: black strap molasses, woody/oak, cocoa, light pepper, caramalized raisins, hints of coffee and rum. There's some underlying cola and sasparilla flavour as well. Alcohol is subtle. M: Moderate to full body has a light residual sweetness with a slightly drying finish. D/O: It drinks well, and I wouldn't have guessed it was that strong. Well crafted and an all around good brew. The flavours really compliment one-another... the more I drink it, the more I dig it... which says a lot for a big brew!",1314593255
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4,4,4.5,4.5,jeff1973,4.5,"Poured from a 22oz bottle into a tulip. A - Opaque black. Nothing getting thru, not even on the edges. Dark biege head, good lacing. S - Roasted malt. A slight smokiness. A little bit of dark chocolate and a little licorice. T - Bitter chocolate upfront turns to slightly smokey. Leaves a bit of licorice flavor for the end. Not an overpowering licorice flavor, just a hint to make you want more. M - Medium carbonation produces a not quite smooth feel. Is almost smooth a description? It works either way. Leaves a slight tingle afterwards that works with the licorice aftertaste. D - Definitely a sipper. Has a thicker mouthfeel that doesn't allow gulping. With the 8.8%ABV, really tastes almost no alcohol. Great beer. Period.",1313553891
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4.5,4.5,5,4.5,Tilley4,5,"Poured into my Founders tulip... I love everything from these guys and I've read good things about this brew so I'm excited to get to try it... Huge pungent wallop of dark strong coffee, cocoa nibs, hints of licorice and perhaps a little citric hop as well... Holy smokes...this smells terrific...I'm a bit taken shocked that this is so dark and rich smelling... World class... Rich deep smooth smokiness mingles with dark bitter chocolate and licorice... The smoky aspects of this set this one apart from others of the style and have me hooked... There's also a big hop presence to this that has me thinking chocolate covered orange or something of that nature.. One thing that I'm really digging is the lack of sheer alcohol present here both in the ABV and the flavor... It's nice to be able to drink the whole bomber and not be blurry at the end... This is a world class RIS in my opinion... I could expound with adjectives and adverbs and all the fluff but I'll say its one of the most enjoyable drinking experiences I've had... Not over the top in any way... Delicious and expertly crafted...",1312575615
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,5,5,5,5,Cyberkedi,4.5,"Aroma is absolutely heavenly - smoky with firm tones of quality coffee, molasses and sweet chocolate and a hint of licorice. It pours a deep, rich, warm opaque sable with a thick dark tan head that leaves some good lacing. Mouth filling flavor has a decided mocha core, quality coffee and chocolate plus licorice, molasses and even a bit of hoppy bitterness. Smooth flavor has a firm and biting fizz, and it leaves a smoky, slightly bitter, tingly finish. If ever you are in Oregon, grab a bottle - or better yet, grab two or three so you have something to trade.",1310693953
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4,4,4,4.5,onix1agr,4.5,"A bottle split with oglmcdgl. Old Growth in the Duvel tulip appears black in color with a firm inch of tan/khaki colored foam that is dense and leaves some spots, great retention. Smell is ridiculous in the malt category, roasted malt on top of char, some faint dark fruits and some aroma hops. Licorice and anise make up the rest of the smell. Not so over the top, a very well balanced stout with a mix of roast on top of a bed of dark fruit, chocolate chips, anise and of course licorice. Faint vanilla bean and just good beer here. Feel is semi sticky full and not hot. It's not the biggest stout out there at almost 9% and I like that, to many 13 percenters that go overboard. Carb is there and not so intruding. Chewy. This is a kick ass stout. I wanted to see what Caldera could do on their dark offerings as their light ones are top notch and this did not dissapoint.",1305846083
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4.5,4,4.5,4.5,oglmcdgl,4.5,"A bottle split with onix1agr and poured into duvel tulips. A- a firm pour yields almost three fingers of coffee and cream colored head holds for a good bit then settles slowly leaving behind a big swath of chunky sticky lace and a big seam foam ring on top with a big island of suds. Down right black body with just the faintest of brown glows at the edges when held to bright light. S- big bold dark roasted malts and a deep molasses sweetness. There some anise and coffee going on that reminds me of new orleans chicory coffee. T- yup that a big ole stout. Opens up with a powerful punch of super dark roasted malts that give you a lot of dark bakers chocolate, coffee, blackstrap molasses and dark breads. The roast and sweet are well balanced and a solid earthy hopping blend smoothly in with the rest. Finish is long and roasty but not heavy or overbearing in any way. M- full bodied with a bit of chew to it but not sticky or cloying and the carb while staring out light builds just enough to clear the palate and get you going back for more quickly. Touches of heat but its a welcomed heat. O- this is a great ris and one that is cruzing well under the radar. Better then a lot of those hyped up beasties and super easy to enjoy. I'd like to get a few of these and lay them down for a bit.",1305776840
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,3.5,3,4,3,youradhere,4,"Pours dark brown, with amber edges; light tan head that quickly falls to leave decent lacing. Smell is faint chocolate and stale coffee, smokiness. Taste is better, slight sweet chocolate, slight coffee, and minimal smoky oak, almost salty at times. Mouthfeel is medium, carbonation is medium high, overall drinkability is good for a light stout. Not something I'd seek out again, certainly wouldn't refuse it if offered.",1304910259
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4,4,4,3.5,Knapp85,4,"This is indeed quite tasty. The jet black color is very nice not very much light getting through this beer. The head is sticky and light brown. The hops are prominent along with a ton of roasted chocolate flavors and wood in the aroma and taste. The mouthfeel is semi thick, a little oily. The beer overall is really nice.",1301436909
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4.5,4.5,4.5,4,kitty66,5,"Delicious full bodied stout with all the trimmings. Leather, wood, tobacco, sugary fruit. The nice thing about Old Growth is that you can savor the ""mature"" end of the taste spectrum without having to be knocked out by a 12%+ abv. Caldera's move into the richer end of the spectrum is exciting, looking forward to their future beers ! This beer is a great seasonal, not trying to dethrone abyss, but a great addition to the fall/winter lineup.",1301108461
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4,4,4.5,4.5,lowendfrequency,4.5,"22 oz of 2010, poured the whole thing into a massive snifter. Pours dark, deep and inky black. Small 1/4"" of light beige head, infinitely replenished by a steady stream of healthy carbonation. The aroma is a complex blend of coffee, toasted wood, dark cocoa, burnt sugars and something like raisins and rum. Exactly how a beer called ""Old Growth"" should smell. Bold. This is a big bold beer and yet is incredibly balanced. Flavor is of chocolate, licorice, burnt marshmallows, coffee and Dr. Pepper (I mean that in the best way possible). None of these are subtle but they all compliment each other without any one stealing the show. Appropriately bitter, solid booze with a syrupy finish. This was a great beer and totally unexpected. Big and balanced, a great nightcap or cigar beer (blasphemy!). Enjoyable now or ready to cellar. Highly recommended.",1301032260
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,3.5,4,3,4,harrymel,4,"Vintage 2010. A: Quarter finger light mocha fades to translucent of the same. Beer is dark, dark brown. No lacing to speak of. S: Extra roasty. Coffee, graham, cocoa, malt, licorice. I can say, however, the hops are still quite present. Piney, resiny. Malt dominant, but still hoppy. T: Roast, cocoa, coffee, lighter hops with earthy feel. Good beer. Not spending much time here, but this is really good. M: thick and syrupy. Like a good beer should be in this genre. D: this is a really good beer. I hate to be a slave to price point, but at nearly $13 for a bomber, I want to be wowed. The beer is good, really really good. If under $9/bomber, I would be all about this one.",1299090515
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4,4,3.5,4,Vdubb86,3.5,"Served in a pint glass This beer pours a blackness with a beige foam head. The smell while not greatly profound does carry notes of blackened malts and bitter coffee. There is a touch of licorice in the nose as well. The taste mostly reminds of a bad cup of coffee. There is a distinct coffee flavor but mostly it's backed up by a burnt char flavor that lasts into the aftertaste. There is a nice medium sticky mouthfeel to the beer as well. It's drinkable, but only as it warms to room temperature. The only bitterness that I really can't get past is a burnt bitterness and it's pretty palatable in this beer and is really the only reason I was not too fond of it.",1297663058
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4,3.5,3.5,4,TMoney2591,4,"Served in a glass mug. Thanks to VDubb86 for sharing this bottle! With a name like ""Old Growth"" it has to be good, right? It pours a straight onyx topped by a finger of light-ish tan foam. The nose comprises blackened pretzels, light char, mild coffee, light anise and roasted malts. Things seem a bit too roasted, a bit too char-y for their own good. The taste holds notes of bitter dark chocolate, roasted malts, light molasses, coffee, licorice and a dash of chocolate syrup. A touch of what could be very light smoke flickers in the distance. The body is a solid, hefty-leaning medium, with a very light moderate carbonation and a fairly chewy feel. Overall, a pretty nice Oregonian stout, though it may be too much for its (or my) own good.",1297637051
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4.5,3.5,4,4,vkv822,3.5,"22oz bottle into snifter. 2011 vintage. from notes. Pours black with a thick mocha colored head that dissipates fairly quickly. The aroma is of cocoa, with roasty malts. I can just barely pick up notes of the licorice. The taste follows the nose fairly well. Cocoa mixed with astringent coffee, though the licorice is more pronounced then in the aroma. The mouthfeel is smooth and medium bodied with subtle carbonation. This was quite drinkable, and left me a very good impression of the brewery.",1296103099
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4,4,4,4,barleywinefiend,4.5,"A: Poured a dark black with good carbonation and nice brown cap S: Loads of cocoa powder, coffee, dark chcolate and hints of funk/sour T: Dark chocolate upfront with a booze sting, bakers powder cocoa, coffee beans, light funk going on M: Bitter chocolate at the end, booze, big body, well carbonated D: Good",1295916750
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4,4,4.5,4.5,ccrida,4.5,"On draught at Bailey's, the 2009 Old Growth Imperial Stout is black with a tan collar that leaves light, scattered lace. Smell is big on the caramel, honey, sweeter for a stout, but clearly one nevertheless. The lavender creeps out a bit as it warms, although this was so delicious, I didn't give it much chance to do so! Taste is big, loads of complexity of this one, all the adjuncts combine with the chocolate and roast flavors of the malt to remind me of a really fancy truffle. I particularly enjoyed the lingering taste of the pink peppercorns. For so much complexity from the adjuncts, none of them are over done. Smooth, clean,well executed and exceptionally good. Mouthfeel is slick, medium-light bodied, surprisingly, but not in a thin way, just not thick and heavy. Drinkability is good, this is a really nice RIS, super unique. Crazy flavorful, yet smooth and dangerously drinkable. I'm really digging the lavender the most, I can picture myself in Brussels's Grand Plaza eating fancy chocolate, awestruck. Probably not their intention, but a nicely played invocation nevertheless!",1267669241
